name	officename	pincode	district
Tamilnadu 	Vadakkumadevi 	621219	PERAMBALUR
Tamilnadu 	Thalakudi 	621216	TIRUCHIRAPPALLI
Tamilnadu 	Pidaramangalam 	621207	TIRUCHIRAPPALLI
Tamilnadu 	Surampatti 	621208	TIRUCHIRAPPALLI
Tamilnadu 	Kariyamanickam 	621005	TIRUCHIRAPPALLI
Tamilnadu 	Thiruvengimalai 	621209	TIRUCHIRAPPALLI
Tamilnadu 	Thumbalam 	621211	TIRUCHIRAPPALLI
Tamilnadu 	Vellalapatti 	621211	TIRUCHIRAPPALLI
Tamilnadu 	R.Valavanur 	621111	TIRUCHIRAPPALLI
Tamilnadu 	Pallividai 	621112	TIRUCHIRAPPALLI
Tamilnadu 	Varadarajapuram 	621215	TIRUCHIRAPPALLI
Tamilnadu 	Kottaiyur 	621001	TIRUCHIRAPPALLI
Tamilnadu 	Reddiapatti 	621001	TIRUCHIRAPPALLI
Tamilnadu 	Sangampatti 	621001	TIRUCHIRAPPALLI
Tamilnadu 	Mangalam 	621205	TIRUCHIRAPPALLI
Tamilnadu 	T.Renganathapuram 	621002	TIRUCHIRAPPALLI
Tamilnadu 	Karattampatti 	621014	TIRUCHIRAPPALLI
Tamilnadu 	Mambarai 	621006	TIRUCHIRAPPALLI
Tamilnadu 	Murukkur 	621008	TIRUCHIRAPPALLI
Tamilnadu 	Okkarai 	621008	TIRUCHIRAPPALLI
Tamilnadu 	T.Narasingapuram 	621008	TIRUCHIRAPPALLI
Tamilnadu 	Tenur 	621114	PERAMBALUR
Tamilnadu 	T pudupatti 	621217	TIRUCHIRAPPALLI
Tamilnadu 	Koppampatti 	621012	TIRUCHIRAPPALLI
Tamilnadu 	Thalugaimangapattipudur 	621012	TIRUCHIRAPPALLI
Tamilnadu 	Vattar 	614717	THIRUVARUR
Tamilnadu 	Kattakudi 	614013	THIRUVARUR
Tamilnadu 	Pullavarayankudikadu 	614013	THIRUVARUR
Tamilnadu 	Sathanur(KTN) 	614101	THIRUVARUR
Tamilnadu 	Irulneeki 	614708	THIRUVARUR
Tamilnadu 	Vanakkara Street 	614001	THIRUVARUR
Tamilnadu 	Terkunanallur 	614710	THIRUVARUR
Tamilnadu 	Narthangudi 	614404	THIRUVARUR
Tamilnadu 	Nidamangalam Bazaar 	614404	THIRUVARUR
Tamilnadu 	Radhanarasimhapuram 	614020	THIRUVARUR
Tamilnadu 	Tenparai 	614020	THIRUVARUR
Tamilnadu 	Neduvakottai 	614014	THIRUVARUR
Tamilnadu 	Palaiyur 	614705	THIRUVARUR
Tamilnadu 	Kalacheri 	612803	THIRUVARUR
Tamilnadu 	Kilapattu 	612803	THIRUVARUR
Tamilnadu 	Rayapuram 	612803	THIRUVARUR
Tamilnadu 	Kandithampettai 	614018	THIRUVARUR
Tamilnadu 	Sendangudi 	610206	THIRUVARUR
Tamilnadu 	Sadayarkoil 	614019	THIRUVARUR
Tamilnadu 	Vaduvur Thenpathi 	614019	THIRUVARUR
Tamilnadu 	Vandayariruppu 	614019	THANJAVUR
Tamilnadu 	Chinnakadaitheru 	614401	THANJAVUR
Tamilnadu 	Ukkadai 	614401	THANJAVUR
Tamilnadu 	Oothucadu 	612701	THIRUVARUR
Tamilnadu 	Muniyur 	612802	THIRUVARUR
Tamilnadu 	Terkupattam 	612802	THIRUVARUR
Tamilnadu 	Vilathur 	612802	THIRUVARUR
Tamilnadu 	Karuppur KBS 	614203	THANJAVUR
Tamilnadu 	Chettichatram 	614403	THIRUVARUR
Tamilnadu 	Uthamadhanapuram 	614205	THANJAVUR
Tamilnadu 	Vaiyacheri 	614206	THANJAVUR
Tamilnadu 	Kiliyur 	614208	THIRUVARUR
Tamilnadu 	Idaiyiruppu 	614302	THANJAVUR
Tamilnadu 	Ombathuveli 	614302	THANJAVUR
Tamilnadu 	Vembakudi 	614303	THANJAVUR
Tamilnadu 	Adichamangalam 	612804	THIRUVARUR
Tamilnadu 	Melavidayal Ramnagar 	612804	THIRUVARUR
Tamilnadu 	Odayalur 	612804	THANJAVUR
Tamilnadu 	Padagacheri 	612804	THIRUVARUR
Tamilnadu 	Vannarapettai 	613601	THANJAVUR
Tamilnadu 	Marudakudi 	613602	THANJAVUR
Tamilnadu 	Vennamangalam 	613602	THANJAVUR
Tamilnadu 	Srinivasapuram 	613009	THANJAVUR
Tamilnadu 	Allur 	613101	THANJAVUR
Tamilnadu 	Konerirajapuram 	613101	THANJAVUR
Tamilnadu 	Kumilakudi 	613502	THANJAVUR
Tamilnadu 	Nallavanniyankudikadu 	613502	THANJAVUR
Tamilnadu 	Arsuthipattu 	613504	THANJAVUR
Tamilnadu 	Muthandipatti 	613402	THANJAVUR
Tamilnadu 	State Bank Colony 	613004	THANJAVUR
Tamilnadu 	Mukasa Nanjikottai 	613006	THANJAVUR
Tamilnadu 	Royampettai 	613204	THANJAVUR
Tamilnadu 	Maharajapuram 	613104	THANJAVUR
Tamilnadu 	Michaelpatti 	613104	THANJAVUR
Tamilnadu 	Annappanpettai 	613003	THANJAVUR
Tamilnadu 	Gudalur 	613003	THANJAVUR
Tamilnadu 	Kadakadappai 	613003	THANJAVUR
Tamilnadu 	Ramapuram 	613003	THANJAVUR
Tamilnadu 	Kasankottai 	621701	Ariyalur
Tamilnadu 	Sathambadi 	621701	Ariyalur
Tamilnadu 	Sundakudi 	621701	Ariyalur
Tamilnadu 	Thuthur 	621701	Ariyalur
Tamilnadu 	Pattanamkurichi 	621801	Ariyalur
Tamilnadu 	Kavanur 	621704	Ariyalur
Tamilnadu 	Kuruvalapparkoil 	612901	Ariyalur
Tamilnadu 	Chinnavalayam 	621802	Ariyalur
Tamilnadu 	Kilakudiyiruppu 	621802	Ariyalur
Tamilnadu 	Keelarasur 	621653	TIRUCHIRAPPALLI
Tamilnadu 	Kanakiliyanallur 	621651	TIRUCHIRAPPALLI
Tamilnadu 	Kattathur 	621803	Ariyalur
Tamilnadu 	Sirumayankudi 	621706	TIRUCHIRAPPALLI
Tamilnadu 	Arungal 	621707	Ariyalur
Tamilnadu 	Suthamalli 	621707	Ariyalur
Tamilnadu 	Anaikudam 	612902	Ariyalur
Tamilnadu 	Devamangalam 	612902	Ariyalur
Tamilnadu 	Udayanatham 	612902	Ariyalur
Tamilnadu 	Manapathur 	621709	Ariyalur
Tamilnadu 	Kattagaram 	612903	Ariyalur
Tamilnadu 	Kuvagam 	621710	Ariyalur
Tamilnadu 	Marudur 	621710	Ariyalur
Tamilnadu 	PKudikadu 	621710	Ariyalur
Tamilnadu 	Vallam 	621710	Ariyalur
Tamilnadu 	Vandalaigudalur 	621711	TIRUCHIRAPPALLI
Tamilnadu 	Agalanganallur 	621712	TIRUCHIRAPPALLI
Tamilnadu 	Thachankurichi 	621712	TIRUCHIRAPPALLI
Tamilnadu 	Allinagaram 	621713	PERAMBALUR
Tamilnadu 	Annanagar 	621713	Ariyalur
Tamilnadu 	Govindapuram 	621713	Ariyalur
Tamilnadu 	Elangaicheri 	621714	Ariyalur
Tamilnadu 	Sirukadambur .	621714	NA
Tamilnadu 	Koilesanai 	621851	Ariyalur
Tamilnadu 	Sullangudi 	621715	Ariyalur
Tamilnadu 	Kumiliam 	621804	Ariyalur
Tamilnadu 	TSolankurichi 	621804	Ariyalur
Tamilnadu 	Melavalady 	621218	TIRUCHIRAPPALLI
Tamilnadu 	Kilaneduvoi 	621805	Ariyalur
Tamilnadu 	Pilakurichi 	621806	Ariyalur
Tamilnadu 	Thinnakulam .	621722	TIRUCHIRAPPALLI
Tamilnadu 	Mekkudi 	639101	TIRUCHIRAPPALLI
Tamilnadu 	Fathimanagar 	620012	TIRUCHIRAPPALLI
Tamilnadu 	Nagamangalam 	620012	TIRUCHIRAPPALLI
Tamilnadu 	Sircarpalayam 	620010	TIRUCHIRAPPALLI
Tamilnadu 	Mudalaipatti 	639103	KARUR
Tamilnadu 	Kilakurichi 	620011	TIRUCHIRAPPALLI
Tamilnadu 	Navalpattu 	620016	TIRUCHIRAPPALLI
Tamilnadu 	Pudukottai 	639112	TIRUCHIRAPPALLI
Tamilnadu 	Kumaravayalur 	620102	TIRUCHIRAPPALLI
Tamilnadu 	Sirathope 	620102	TIRUCHIRAPPALLI
Tamilnadu 	Malaiadivaram 	620013	TIRUCHIRAPPALLI
Tamilnadu 	Pathalapettai 	620013	TIRUCHIRAPPALLI
Tamilnadu 	Gundur 	620007	TIRUCHIRAPPALLI
Tamilnadu 	Kodiyalam 	639115	TIRUCHIRAPPALLI
Tamilnadu 	T.Mavidanthal 	606305	KALLAKURICHI
Tamilnadu 	Pethanur 	606201	KALLAKURICHI
Tamilnadu 	Pugaipatti 	607202	KALLAKURICHI
Tamilnadu 	Kuvagam 	606102	KALLAKURICHI
Tamilnadu 	Pandur 	606102	KALLAKURICHI
Tamilnadu 	Agarakottalam 	606213	KALLAKURICHI
Tamilnadu 	Somandargudi 	606213	KALLAKURICHI
Tamilnadu 	Manjaputhur 	606208	KALLAKURICHI
Tamilnadu 	Karunthalakurichi 	606301	KALLAKURICHI
Tamilnadu 	S. Naraiyur 	606301	CUDDALORE
Tamilnadu 	Ammakalathur 	606204	KALLAKURICHI
Tamilnadu 	Eyyanur 	606204	KALLAKURICHI
Tamilnadu 	Pootai 	606401	KALLAKURICHI
Tamilnadu 	Soundaravallipalayam 	606401	KALLAKURICHI
Tamilnadu 	Vengodu 	606401	KALLAKURICHI
Tamilnadu 	Madur 	606206	KALLAKURICHI
Tamilnadu 	Pallagacherry 	606206	KALLAKURICHI
Tamilnadu 	Vilakkur 	606206	KALLAKURICHI
Tamilnadu 	Pu killanur 	606107	KALLAKURICHI
Tamilnadu 	Semmanangur 	606107	KALLAKURICHI
Tamilnadu 	Kachirapalayam 	606207	KALLAKURICHI
Tamilnadu 	Mattaparai 	606207	KALLAKURICHI
Tamilnadu 	Thoradipattu 	606209	KALLAKURICHI
Tamilnadu 	Uppur 	606209	KALLAKURICHI
Tamilnadu 	Vazhapadi 	606209	KALLAKURICHI
Tamilnadu 	Cholavandipuram 	605751	KALLAKURICHI
Tamilnadu 	Alambadi 	605701	VILLUPURAM
Tamilnadu 	Athiyur Thirukkai 	605701	VILLUPURAM
Tamilnadu 	Melvalai 	605701	VILLUPURAM
Tamilnadu 	Sithathur 	605701	VILLUPURAM
Tamilnadu 	Kangeyanur 	605754	KALLAKURICHI
Tamilnadu 	Ayandur 	605755	VILLUPURAM
Tamilnadu 	Arasur 	607107	VILLUPURAM
Tamilnadu 	Eruvelipattu 	607107	VILLUPURAM
Tamilnadu 	Saravanapakkam 	607209	VILLUPURAM
Tamilnadu 	Kattupaiyur 	605766	KALLAKURICHI
Tamilnadu 	Arunkurukkai 	605803	VILLUPURAM
Tamilnadu 	C Meyyur 	605803	VILLUPURAM
Tamilnadu 	Parikkal 	607204	KALLAKURICHI
Tamilnadu 	Periyakuppam 	607204	KALLAKURICHI
Tamilnadu 	Perumbakkam 	607204	KALLAKURICHI
Tamilnadu 	Sendanadu 	607204	KALLAKURICHI
Tamilnadu 	Emappur 	607203	VILLUPURAM
Tamilnadu 	Gramam 	607203	VILLUPURAM
Tamilnadu 	Kongarayanur 	607203	VILLUPURAM
Tamilnadu 	T  . Edayar 	607203	VILLUPURAM
Tamilnadu 	Ko  Adhanur 	606003	CUDDALORE
Tamilnadu 	Kuppanatham 	606003	CUDDALORE
Tamilnadu 	Manavalanallur 	606003	CUDDALORE
Tamilnadu 	Mathur 	606104	CUDDALORE
Tamilnadu 	Ko Pavalangudi 	606104	CUDDALORE
Tamilnadu 	Vijayamanagaram 	606104	CUDDALORE
Tamilnadu 	Vallimaduram 	606109	CUDDALORE
Tamilnadu 	Varambanur 	606302	CUDDALORE
Tamilnadu 	Tiruvattathurai 	606111	CUDDALORE
Tamilnadu 	Murugangudi 	606105	CUDDALORE
Tamilnadu 	Akkanur 	606106	CUDDALORE
Tamilnadu 	E.Keeranur 	606106	CUDDALORE
Tamilnadu 	Perumulai 	606106	CUDDALORE
Tamilnadu 	Sirumulai 	606106	CUDDALORE
Tamilnadu 	Vagaiyur 	606106	CUDDALORE
Tamilnadu 	Eluthur 	606303	CUDDALORE
Tamilnadu 	Thachur 	606303	CUDDALORE
Tamilnadu 	Venganur 	606303	CUDDALORE
Tamilnadu 	Nithinatham 	606304	CUDDALORE
Tamilnadu 	Rettakurichi 	606109	CUDDALORE
Tamilnadu 	Ekhunagar SO	631004	Ranipet
Tamilnadu 	Ins Rajali SO	631006	Ranipet
Tamilnadu 	Ocheri SO	632531	Ranipet
Tamilnadu 	Vennampalle SO	632516	VELLORE
Tamilnadu 	Winterpet SO	631005	Ranipet
Tamilnadu 	Ammoor SO	632501	Ranipet
Tamilnadu 	Valapandal SO	632318	Ranipet
Tamilnadu 	Vilapakkam SO	632521	Ranipet
Tamilnadu 	Annai Anjugam Nagar SO	603211	CHENGALPATTU
Tamilnadu 	Chengalpattu Cutcherry SO	603001	CHENGALPATTU
Tamilnadu 	Cheyur SO Kanchipuram	603302	CHENGALPATTU
Tamilnadu 	Mamallapuram SO	603104	CHENGALPATTU
Tamilnadu 	Orakattupettai SO	603106	KANCHIPURAM
Tamilnadu 	Malaivaiyavur SO	603314	CHENGALPATTU
Tamilnadu 	Chepauk S.O	600005	CHENNAI
Tamilnadu 	Madras University S.O	600005	CHENNAI
Tamilnadu 	Teynampet S.O	600018	CHENNAI
Tamilnadu 	Tiruvallikeni S.O	600005	CHENNAI
Tamilnadu 	Greams Road S.O	600006	CHENNAI
Tamilnadu 	Hindi Prachar Sabha S.O	600017	CHENNAI
Tamilnadu 	Loyola College S.O	600034	CHENNAI
Tamilnadu 	Nungambakkam High Road S.O	600034	CHENNAI
Tamilnadu 	Teynampet West S.O	600006	CHENNAI
Tamilnadu 	Arumbakkam S.O	600106	CHENNAI
Tamilnadu 	Chetput S.O	600031	CHENNAI
Tamilnadu 	Kilpauk S.O	600010	CHENNAI
Tamilnadu 	Kumaran Nagar S.O	600082	CHENNAI
Tamilnadu 	Sembiam S.O	600011	CHENNAI
Tamilnadu 	Vyasarpadi S.O	600039	CHENNAI
Tamilnadu 	Chennai Airport S.O	600016	CHENNAI
Tamilnadu 	Injambakkam S.O	600115	CHENNAI
Tamilnadu 	Kalaignar Karunanidhi Nagar S.O	600078	CHENNAI
Tamilnadu 	Karapakkam S.O	600097	CHENNAI
Tamilnadu 	Oggiamthoraipakkam S.O	600097	CHENNAI
Tamilnadu 	Rayapuram S.O	600013	CHENNAI
Tamilnadu 	Tondiarpet Bazaar S.O	600081	CHENNAI
Tamilnadu 	Tondiarpet S.O	600081	CHENNAI
Tamilnadu 	Washermanpet East S.O	600021	CHENNAI
Tamilnadu 	Pattunoolchatram S.O	602105	KANCHIPURAM
Tamilnadu 	Thoopul S.O	631501	KANCHIPURAM
Tamilnadu 	Kadambathur S.O	631203	THIRUVALLUR
Tamilnadu 	Kanakammachatram S.O	631204	THIRUVALLUR
Tamilnadu 	Madduru S.O	631206	THIRUVALLUR
Tamilnadu 	Manavalanagar S.O	602002	THIRUVALLUR
Tamilnadu 	Periapalayam S.O	601102	THIRUVALLUR
Tamilnadu 	Tiruninravur Rs S.O	602024	THIRUVALLUR
Tamilnadu 	Tirur Cpt S.O	602025	THIRUVALLUR
Tamilnadu 	Tiruttani S.O	631209	THIRUVALLUR
Tamilnadu 	Tiruvelangadu S.O	631210	THIRUVALLUR
Tamilnadu 	Bahoor SO	607402	PONDICHERRY
Tamilnadu 	Nettapakkam SO	605106	PONDICHERRY
Tamilnadu 	Sri Aurobindo Ashram SO	605002	PONDICHERRY
Tamilnadu 	Melolakkur SO	604203	VILLUPURAM
Tamilnadu 	Olakkur SO	604305	VILLUPURAM
Tamilnadu 	Rettanai SO	604306	VILLUPURAM
Tamilnadu 	Velur SA SO	604154	VILLUPURAM
Tamilnadu 	Anniyur SO	605202	VILLUPURAM
Tamilnadu 	Kilperumbakkam SO	605602	VILLUPURAM
Tamilnadu 	Vikravandi SO	605652	VILLUPURAM
Tamilnadu 	Villupuram Collectorate SO	605602	VILLUPURAM
Tamilnadu 	Ambattur Indl Estate SO	600058	CHENNAI
Tamilnadu 	Kodungaiyur SO	600118	CHENNAI
Tamilnadu 	Kolathur SO	600099	CHENNAI
Tamilnadu 	Manali SO Tiruvallur	600068	CHENNAI
Tamilnadu 	Menambedu SO	600053	THIRUVALLUR
Tamilnadu 	Padi SO	600050	CHENNAI
Tamilnadu 	Tirumangalam Road SO	600049	THIRUVALLUR
Tamilnadu 	Avadi IAF SO	600055	THIRUVALLUR
Tamilnadu 	Cvrde SO	600054	THIRUVALLUR
Tamilnadu 	Mugalivakkam SO	600125	CHENNAI
Tamilnadu 	Pattabiram SO	600072	THIRUVALLUR
Tamilnadu 	Senthilnagar SO	600062	THIRUVALLUR
Tamilnadu 	Tank Factory Avadi SO	600054	THIRUVALLUR
Tamilnadu 	Thandarai SO	600072	THIRUVALLUR
Tamilnadu 	Hasthinapuram SO	600064	CHENGALPATTU
Tamilnadu 	Madambakkam SO	600126	CHENGALPATTU
Tamilnadu 	Rajajinagar SO Kanchipuram	600043	CHENGALPATTU
Tamilnadu 	Selaiyur SO	600073	CHENGALPATTU
Tamilnadu 	Arunagirichatram SO	632301	TIRUVANNAMALAI
Tamilnadu 	Kunnathur Arni SO	632314	TIRUVANNAMALAI
Tamilnadu 	Vallam Arni SO	604505	TIRUVANNAMALAI
Tamilnadu 	Adamangalam SO	606901	TIRUVANNAMALAI
Tamilnadu 	Ayyankulam SO	606601	TIRUVANNAMALAI
Tamilnadu 	Mandakolathur SO	606904	TIRUVANNAMALAI
Tamilnadu 	Melpallipattu SO	606703	TIRUVANNAMALAI
Tamilnadu 	Pachal SO Tiruvannamalai	606704	TIRUVANNAMALAI
Tamilnadu 	Sriramanashramam SO	606603	TIRUVANNAMALAI
Tamilnadu 	Tandarai SO	606804	TIRUVANNAMALAI
Tamilnadu 	Thachampattu SO	606811	TIRUVANNAMALAI
Tamilnadu 	Tiruvannamalai RS SO	606601	TIRUVANNAMALAI
Tamilnadu 	Vettavalam SO	606754	TIRUVANNAMALAI
Tamilnadu 	Abdullapuram S.O	632010	VELLORE
Tamilnadu 	Bakiyath S.O	632004	VELLORE
Tamilnadu 	Gandhinagar West S.O	632006	VELLORE
Tamilnadu 	Guruvarajapalayam S.O	632107	VELLORE
Tamilnadu 	Kaniyambadi S.O	632102	VELLORE
Tamilnadu 	Kosapet S.O (Vellore)	632001	VELLORE
Tamilnadu 	Munjurpattu S.O	632057	VELLORE
Tamilnadu 	Odugathur S.O	632103	VELLORE
Tamilnadu 	Saidapet S.O (Vellore)	632012	VELLORE
Tamilnadu 	Sainathapuram S.O	632001	VELLORE
Tamilnadu 	T.B. Sanatorium S.O	632011	VELLORE
Tamilnadu 	Thiruvalluvar University S.O	632115	VELLORE
Tamilnadu 	Thorapadi S.O	632002	VELLORE
Tamilnadu 	Velapadi S.O	632001	VELLORE
Tamilnadu 	Vellore Fort S.O	632004	VELLORE
Tamilnadu 	Vellore Institute Of Technology S.O	632014	VELLORE
Tamilnadu 	Amritanagar SO	641112	COIMBATORE
Tamilnadu 	Coimbatore Collectorate SO	641018	COIMBATORE
Tamilnadu 	Commercial Tax Office Building SO	641018	COIMBATORE
Tamilnadu 	Krishnaswamy Nagar SO	641045	COIMBATORE
Tamilnadu 	Madukkarai SO	641105	COIMBATORE
Tamilnadu 	Nanjundapuram SO	641036	COIMBATORE
Tamilnadu 	Peelamedu SO	641004	COIMBATORE
Tamilnadu 	Redfields SO	641018	COIMBATORE
Tamilnadu 	Sinniampalayam SO	641062	COIMBATORE
Tamilnadu 	Sundarapuram SO	641024	COIMBATORE
Tamilnadu 	Vellalore SO	641111	COIMBATORE
Tamilnadu 	Cheranmaanagar SO	641051	COIMBATORE
Tamilnadu 	NDC Coimbatore HO	641063	COIMBATORE
Tamilnadu 	Bharathiyar University SO	641046	COIMBATORE
Tamilnadu 	Jothipuram SO	641047	COIMBATORE
Tamilnadu 	Karunyanagar SO	641114	COIMBATORE
Tamilnadu 	Komarapalayam Coimbatore SO	641026	COIMBATORE
Tamilnadu 	Sahs College SO	641043	COIMBATORE
Tamilnadu 	Thondamuthur SO	641109	COIMBATORE
Tamilnadu 	Annasagaram S.O	636704	DHARMAPURI
Tamilnadu 	Laligam S.O	636804	DHARMAPURI
Tamilnadu 	Nallampalli S.O	636807	DHARMAPURI
Tamilnadu 	Olagadam SO	638314	ERODE
Tamilnadu 	Avalpundurai SO	638115	ERODE
Tamilnadu 	Erode Collectorate SO	638011	ERODE
Tamilnadu 	Erode Market SO	638001	ERODE
Tamilnadu 	Modakurichi SO	638104	ERODE
Tamilnadu 	Peria Agraharam SO	638005	ERODE
Tamilnadu 	Kallipatti SO	638505	ERODE
Tamilnadu 	Kasipalayam SO Erode	638454	ERODE
Tamilnadu 	Kavindapadi SO	638455	ERODE
Tamilnadu 	Siruvalur SO	638054	ERODE
Tamilnadu 	Anchetty S.O	635102	KRISHNAGIRI
Tamilnadu 	Berigai S.O	635105	KRISHNAGIRI
Tamilnadu 	Hosur S.O (Dharmapuri)	635109	KRISHNAGIRI
Tamilnadu 	Krishnagiri Project S.O	635101	KRISHNAGIRI
Tamilnadu 	Mathagondapalli S.O	635114	KRISHNAGIRI
Tamilnadu 	Mathur S.O (Dharmapuri)	635203	KRISHNAGIRI
Tamilnadu 	Singarapettai S.O	635307	KRISHNAGIRI
Tamilnadu 	Uddanapalli S.O	635119	KRISHNAGIRI
Tamilnadu 	Belukurichi S.O	637402	NAMAKKAL
Tamilnadu 	Mohanur S.O	637015	NAMAKKAL
Tamilnadu 	Muthugapatti S.O	637405	NAMAKKAL
Tamilnadu 	Nallipalayam S.O	637003	NAMAKKAL
Tamilnadu 	Puduchatram S.O	637018	NAMAKKAL
Tamilnadu 	Ramapurampudur S.O	637001	NAMAKKAL
Tamilnadu 	Elachipalayam S.O	637202	NAMAKKAL
Tamilnadu 	Idappadi S.O	637101	SALEM
Tamilnadu 	Konganapuram S.O	637102	SALEM
Tamilnadu 	Kuchipalayam S.O	637215	NAMAKKAL
Tamilnadu 	Pallipalayamagraharam S.O	638008	NAMAKKAL
Tamilnadu 	Poolampatti S.O	637107	SALEM
Tamilnadu 	Sankari West S.O	637303	SALEM
Tamilnadu 	Thevur S.O (Namakkal)	637104	SALEM
Tamilnadu 	Coonoor Bazaar S.O	643102	THE NILGIRIS
Tamilnadu 	Kullakamby S.O	643218	THE NILGIRIS
Tamilnadu 	Nonsuch S.O	643238	THE NILGIRIS
Tamilnadu 	Balacola S.O	643203	THE NILGIRIS
Tamilnadu 	Finger Post S.O	643006	THE NILGIRIS
Tamilnadu 	Gudalur Nilgiris S.O	643211	THE NILGIRIS
Tamilnadu 	Indunagar S.O	643005	THE NILGIRIS
Tamilnadu 	Ketti S.O	643215	THE NILGIRIS
Tamilnadu 	Mahalinga Puram S.O	642002	COIMBATORE
Tamilnadu 	Sethumadai S.O	642133	COIMBATORE
Tamilnadu 	Vadasithur S.O	641202	COIMBATORE
Tamilnadu 	Valparai S.O	642127	COIMBATORE
Tamilnadu 	Amaravathi Nagar S.O	642102	TIRUPPUR
Tamilnadu 	Gomangalam S.O	642107	COIMBATORE
Tamilnadu 	Malayandipattinam S.O	642114	COIMBATORE
Tamilnadu 	Pungamuthur S.O	642207	TIRUPPUR
Tamilnadu 	Aturbazaar S.O	636102	SALEM
Tamilnadu 	Gangavalli S.O	636105	SALEM
Tamilnadu 	Pethanaickenpalayam S.O	636109	SALEM
Tamilnadu 	Puthiragoundampalayam S.O	636119	SALEM
Tamilnadu 	Talaivasal S.O	636112	SALEM
Tamilnadu 	Vadachennimalai S.O	636121	SALEM
Tamilnadu 	Ammapettai Salem S.O	636003	SALEM
Tamilnadu 	Attayampatti S.O	637501	SALEM
Tamilnadu 	Ayodhiyapattinam S.O	636103	SALEM
Tamilnadu 	Gugai S.O	636006	SALEM
Tamilnadu 	Kannankurichi S.O	636008	SALEM
Tamilnadu 	Narayananagar S.O	636015	SALEM
Tamilnadu 	Ondikadai S.O	636602	SALEM
Tamilnadu 	Salem Pension Lines S.O	636006	SALEM
Tamilnadu 	Kamalapuram S.O (Salem)	636309	SALEM
Tamilnadu 	Sivadapuram S.O	636307	SALEM
Tamilnadu 	Tharamangalam S.O	636502	SALEM
Tamilnadu 	Vembadithalam S.O	637504	SALEM
Tamilnadu 	Madanur S.O	635804	Tirupathur
Tamilnadu 	Melalathur S.O	635806	VELLORE
Tamilnadu 	Oomerabad S.O	635808	Tirupathur
Tamilnadu 	Pallikonda S.O	635809	VELLORE
Tamilnadu 	Shanankuppam S.O	635814	Tirupathur
Tamilnadu 	Ambalur S.O	635801	Tirupathur
Tamilnadu 	Jamanamarathur S.O	635703	TIRUVANNAMALAI
Tamilnadu 	Kandili S.O	635901	Tirupathur
Tamilnadu 	Khaderpet S.O	635751	Tirupathur
Tamilnadu 	Natrampalli S.O	635852	Tirupathur
Tamilnadu 	Vaniyambadi S.O	635751	Tirupathur
Tamilnadu 	Vellakoil SO	638111	TIRUPPUR
Tamilnadu 	Bhavanisagar SO	638451	ERODE
Tamilnadu 	Kangayampalayam SO	641401	COIMBATORE
Tamilnadu 	Karavalur SO	641670	TIRUPPUR
Tamilnadu 	Mahadevapuram SO	641305	COIMBATORE
Tamilnadu 	Sathyamangalam SO	638401	ERODE
Tamilnadu 	Savakattupalayam SO	638460	ERODE
Tamilnadu 	Sulur SO	641402	COIMBATORE
Tamilnadu 	Avanashi SO	641654	TIRUPPUR
Tamilnadu 	Cheyur SO	641655	TIRUPPUR
Tamilnadu 	Karadibavi SO	641658	TIRUPPUR
Tamilnadu 	Kuppusamynaidupuram SO	641662	TIRUPPUR
Tamilnadu 	Mangalam SO	641663	TIRUPPUR
Tamilnadu 	Pongalur SO	641667	TIRUPPUR
Tamilnadu 	Angunagar SO	624001	DINDIGUL
Tamilnadu 	Dindigul Bus Stand SO	624003	DINDIGUL
Tamilnadu 	Gandhigram SO Dindigul	624302	DINDIGUL
Tamilnadu 	Natham Koilpatti SO	624401	DINDIGUL
Tamilnadu 	Natham SO	624401	DINDIGUL
Tamilnadu 	Pandianagar SO	624001	DINDIGUL
Tamilnadu 	Vedasandur SO	624710	DINDIGUL
Tamilnadu 	Sembatti SO	624707	DINDIGUL
Tamilnadu 	Sithayankottai SO	624708	DINDIGUL
Tamilnadu 	Ayakudi SO	624613	DINDIGUL
Tamilnadu 	Balasamudram SO Dindigul	624610	DINDIGUL
Tamilnadu 	Palani Bazaar SO	624601	DINDIGUL
Tamilnadu 	Palani Devastanam SO	624601	DINDIGUL
Tamilnadu 	Palani RS SO	624601	DINDIGUL
Tamilnadu 	Aralvaymoli S.O	629301	KANNIYAKUMARI
Tamilnadu 	Catherin oth Hospital S.O	629001	KANNIYAKUMARI
Tamilnadu 	Kottaram S.O	629703	KANNIYAKUMARI
Tamilnadu 	Kaliyal S.O	629101	KANNIYAKUMARI
Tamilnadu 	Kappukadu S.O	629162	KANNIYAKUMARI
Tamilnadu 	Kattathurai S.O	629158	KANNIYAKUMARI
Tamilnadu 	Palliyadi S.O	629169	KANNIYAKUMARI
Tamilnadu 	Pudukadai S.O	629171	KANNIYAKUMARI
Tamilnadu 	Thiruvithancode S.O	629174	KANNIYAKUMARI
Tamilnadu 	Udayamarthandam S.O	629178	KANNIYAKUMARI
Tamilnadu 	Attangudi S.O	630101	SIVAGANGA
Tamilnadu 	Shanmuganathapuram S.O	630314	SIVAGANGA
Tamilnadu 	Alagappapuram S.O	630003	SIVAGANGA
Tamilnadu 	Kallukatti S.O	630001	SIVAGANGA
Tamilnadu 	Kunnakudi S.O	630206	SIVAGANGA
Tamilnadu 	Muthupatnam S.O	630001	SIVAGANGA
